id,username,tweet,text_clean,waktu,tweet_link,sentiment
159,Utusan Malaysia,Utusan Malaysia Utusan Malaysia @UMonline · Semua jabatan Persekutuan diarah ambil tindakan isu  pencemaran air https:// 10/semua-jabatan-persekutuan-diarah-ambil-tindakan-isu-pencemaran-air/?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=umonline … #BERITA #NASIONAL #TERKINI Semua jabatan Persekutuan diarah ambil tindakan isu pencemaran air 1 1 1 1 1 1 684 684 684,utus malaysia utus malaysia  jabat sekutu arah ambil tindak isu cemar air semuajabatanpersekutuandiarahambiltindakanisupencemaranairutmsourcedlvritutmmediumtwitterutmcampaignumonline  jabat sekutu arah ambil tindak isu cemar air,31-10-2023 19:11,https://x.com/UMonline/status/1719326136637989296,negative
163,r@ml!,r@ml! r@ml! @_ilc_Ramli · PUPR : IPAL Cegah  Pencemaran Air  Tanah Akibat Rembesan Tinja  http:// 26 26 26,r r ilcramli  pupr ipal cegah cemar air tanah akibat rembes tinja,25-10-2023 22:21,https://x.com/_ilc_Ramli/status/1717199619221049694,negative
211,Astro AWANI,"Astro AWANI Astro AWANI @501Awani · Pencemaran air  sepanjang tahun 2020: Langkah terbaik untuk tangani  https:// pencemaran-air-sepanjang-tahun-2020-langkah-terbaik-untuk-tangani …  via  @Audioboom audioboom.com audioboom.com Pencemaran air sepanjang tahun 2020: Langkah terbaik untuk tangani Pencemaran air sepanjang tahun 2020: Langkah terbaik untuk tangani Tahun 2020 hampir ke penghujungnya, dan tahun ini sahaja beberapa kes gangguan air yang berpunca dari pencemaran air menjadi antara insiden utama yang berlaku tahun ini. Tahun 2020 hampir ke penghujungnya, dan tahun ini sahaja beberapa kes gangguan air yang berpunca dari pencemaran air menjadi antara insiden utama yang berlaku tahun ini. 1 1 1 8 8 8",astro awan astro awan  cemar air langkah baik tangan pencemaranairsepanjangtahunlangkahterbaikuntuktangani  via audioboomcom audioboomcom cemar air langkah baik tangan cemar air langkah baik tangan hujung sahaja kes ganggu air punca cemar air insiden utama laku hujung sahaja kes ganggu air punca cemar air insiden utama laku,01-12-2020 13:54,https://x.com/501Awani/status/1333665859097792513,positive
214,Astro AWANI,"Astro AWANI Astro AWANI @501Awani · Cemar  air : Denda akan dinaikkan kepada RM1 juta - MB https:// a/cemar-air-denda-akan-dinaikkan-kepada-rm1-juta-mb-258133 … #AWANInews #AWANI745 astroawani.com astroawani.com Cemar air: Denda akan dinaikkan kepada RM1 juta - MB Cemar air: Denda akan dinaikkan kepada RM1 juta - MB Menteri Besar Selangor, Datuk Seri Amirudin Shari berkata pindaan itu akan turut melibatkan beberapa lagi peruntukan lain susulan siri pencemaran air di negeri itu. Menteri Besar Selangor, Datuk Seri Amirudin Shari berkata pindaan itu akan turut melibatkan beberapa lagi peruntukan lain susulan siri pencemaran air di negeri itu. 74 74 74 522 522 522 808 808 808",astro awan astro awan  cemar air denda naik rm juta mb acemarairdendaakandinaikkankepadarmjutamb  astroawanicom astroawanicom cemar air denda naik rm juta mb cemar air denda naik rm juta mb menteri selangor datuk seri amirudin shari pinda libat untuk susul siri cemar air negeri menteri selangor datuk seri amirudin shari pinda libat untuk susul siri cemar air negeri,05-09-2020 15:32,https://x.com/501Awani/status/1302162695295172608,negative
216,Parti Amanah Negara,Parti Amanah Negara Parti Amanah Negara @PartiAmanah · Kerajaan Negeri Selangor menyifatkan insiden  pencemaran air  sehingga menyebabkan gangguan bekalan  air  kepada penduduk di Lembah Klang sengaja dilakukan pihak tertentu bagi memburuk-burukkan imej pentadbiran negeri ..  http:// 3 3 3 3 3 3 32 32 32,parti amanah negara parti amanah negara  raja negeri selangor sifat insiden cemar air sebab ganggu bekal air duduk lembah klang sengaja memburukburukkan imej pentadbiran negeri,13-11-2020 06:02,https://x.com/PartiAmanah/status/1327024006306746368,negative
222,Media Selangor,Media Selangor Media Selangor @Media_Selangor · #AGENDA  Projek atasi  pencemaran air  lulus lepas dapat pandangan pakar  https:// -atasi-pencemaran-air-lulus-lepas-dapat-pandangan-pakar/?utm_source=dlvr.it&utm_medium=twitter … 1 1 1,media selangor media selangor selangor  projek atas cemar air lulus lepas pandang pakar atasipencemaranairluluslepasdapatpandanganpakarutmsourcedlvritutmmediumtwitter ,14-12-2020 13:32,https://x.com/Media_Selangor/status/1338371154298380293,negative
223,Media Selangor,"Media Selangor Media Selangor @Media_Selangor ·  Video |  Pencemaran air , Selangor dapatkan pandangan pakar…  https:// -selangor-dapatkan-pandangan-pakar/?utm_source=dlvr.it&utm_medium=twitter …",media selangor media selangor selangor  video cemar air selangor dapat pandang pakar selangordapatkanpandanganpakarutmsourcedlvritutmmediumtwitter ,14-12-2020 19:01,https://x.com/Media_Selangor/status/1338454072941137920,negative
229,Media Selangor,"Media Selangor Media Selangor @Media_Selangor ·  Video | Baja kompos mampu tingkat hasil tanaman, elak  pencemaran air https:// mpu-tingkat-hasil-tanaman-elak-pencemaran-air/?utm_source=dlvr.it&utm_medium=twitter …",media selangor media selangor selangor  video baja kompos tingkat hasil tanam elak cemar air mputingkathasiltanamanelakpencemaranairutmsourcedlvritutmmediumtwitter ,06-12-2020 18:47,https://x.com/Media_Selangor/status/1335551457420984321,negative
236,Harian Metro,"Harian Metro Harian Metro @hmetromy · #Nuansa  Biarpun mengetahui kepentingan sungai, namun sumber alam itu kini di ambang kemusnahan apabila berlaku  pencemaran air  termasuk pembuangan sisa toksik dan sampah sarap. https:// /648354/kesedaran-hargai-sumber-air … 5 5 5",hari metro hari metro  biarpun penting sungai sumber alam ambang musnah laku cemar air buang sisa toksik sampah sarap kesedaranhargaisumberair ,02-12-2020 21:01,https://x.com/hmetromy/status/1334135487427186691,negative
238,BERNAMA TV,"BERNAMA TV BERNAMA TV @BernamaTV · Seorang pengusaha kolam ternakan ikan keli tanpa lesen bersama empat pekerja warga Indonesia ditahan kerana disyaki terlibat dengan kes  pencemaran air  di Sungai Selangor, Selangor pada 7 Dis lepas. https:// ?id=1915665 … 1 1 1 4 4 4",nama tv nama tv  usaha kolam terna ikan keli lesen kerja warga indonesia tahan rana syak libat kes cemar air sungai selangor selangor dis lepas id ,24-12-2020 15:12,https://x.com/BernamaTV/status/1342020353715892225,negative
242,Ari Tjahjawandita,"Ari Tjahjawandita Ari Tjahjawandita @aritj · Time menobatkan Gitanjali Rao sbg anak tahun ini krn inovasi teknologinya utk mengatasi masalah  pencemaran air , kecanduan narkoba, dan perundungan siber  https:// 1 1 1",ari tjahjawandita ari tjahjawandita  time nobat gitanjali rao sbg anak krn inovasi teknologi utk atas cemar air candu narkoba rundung siber,05-12-2020 00:11,https://x.com/aritj/status/1334908198378110976,neutral
243,BERNAMA,BERNAMA BERNAMA @bernamadotcom · #Sorotan2020  : Selangor hadapi 9 kali  pencemaran air  dan  8 kali gangguan bekalan  https:// ?id=1914738#.X-FdqbCcewk.twitter … 3 3 3 3 3 3,nama nama  selangor hadap kali cemar air kali ganggu bekal idxfdqbccewktwitter ,22-12-2020 09:45,https://x.com/bernamadotcom/status/1341213218622959620,negative
244,The Malaysian Insight,"The Malaysian Insight The Malaysian Insight @msianinsight · 30 stesen pemantauan diwujudkan kesan  pencemaran air , kata Tuan Ibrahim  https:// 2?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=msianinsight … 1 1 1 1 1 1",the malaysian insight the malaysian insight  stesen pantau wujud kesan cemar air tuan ibrahim utmsourcedlvritutmmediumtwitterutmcampaignmsianinsight ,24-11-2020 16:37,https://x.com/msianinsight/status/1331169950799564800,neutral
245,The Outlook,"The Outlook The Outlook @theoutlookasia · Apabila bahan kimia digunakan pada tanah, tiga masalah akan berlaku secara berperingkat:  pencemaran  udara,  pencemaran air  bumi (groundwater contamination) dan hakisan tanah. https:// ya-enggan-meluluskan-perlombongan-kedah/ … 2 2 2 3 3 3",the outlook the outlook  bahan kimia tanah laku peringkat cemar udara cemar air bumi groundwater contamination hakisan tanah yaengganmeluluskanperlombongankedah ,24-12-2020 14:00,https://x.com/theoutlookasia/status/1342002066412081154,negative
246,BERNAMA TV,"BERNAMA TV BERNAMA TV @BernamaTV · Sorotan 2020 : Selangor hadapi 9 kali  pencemaran air  dan 8 kali gangguan bekalan

Oleh Nur Khalidah Abdul Halim https:// ?id=1914738 … 1 1 1 1 1 1",nama tv nama tv  sorot selangor hadap kali cemar air kali ganggu bekal nur khalidah abdul halim id ,22-12-2020 10:21,https://x.com/BernamaTV/status/1341222373404540928,negative
